"","sampleid2","ID","KMP.ID","Birthday","Month","Treatment","Sex","Rank","Cohort","Age.Days","Age.Months","Group","Litter","Mother","days.RX","Capture.Birth","Preg.stage","Littercode","Preg.end","Outcome","Litter.Size","Sex.Ratio","Capture.Date","Average.Weight.5.days","Group.size","Total.monthly.Rainfall","Average.monthly.AirTempMin","Average.monthly..AirTempMax","Cap.time","Bleed.St","Bleed.end","Cap.Bleed","Blood.Sample.no","E.pg.ml","A4.ng.ml","T.ng.ml","S.ng.ml","IGF.1.ng.ml","Morpometric.observor","HF.1","HF.2","HF.3","HINDFOOT.avrg","HF.w.o.C.1","HF.w.o.C.2","HF.w.o.C.3","HINDFOOT.w.o.CLAW.avrg","FA.1","FA.2","FA.3","FOREARM.avrg","W.1","W.2","W.3","WRIST.avrg","W.w.o.C.1","W.w.o.C.2","W.w.o.C.3","WRIST.w.o.CLAW.avrg","SW.1","SW.2","SW.3","SKULL.WIDTH.avrg","SL.1","SL.2","SL.3","SKULL.LENGTH.avrg","AGD1","AGD2","AGD3","AGD.AVRG","AGD.observor","BODY.LENGTH..CM.","MORPHS","X2D4D","Extraction.no.","date","ConditionResiduals","ConditionResiduals_scaled","Total.monthly.Rainfall_scaled"
"278",383,383,"VBBM097","9-Mar-14","4-Dec-14","F","M","S",3,275,9,"BAOBAB","VBB1403","VBBF069",22,NA,NA,NA,NA,NA,NA,NA,"9-Dec-14",531.5714286,15.8,13.799997,14.82489778,34.64223656,"6:38:00","6:46:00","6:56:00",8,"6635",515.162,0.671,9.395,1726.953,109.52,"DEBS",68.95,68.46,68.65,68.68666667,61.47,61.36,61.44,61.42333333,60.94,60.78,60.8,60.84,54.83,"54.91",54.7,54.81333333,42.46,42.19,42.03,42.22666667,39.87,40.98,40.01,39.95333333,77.27,77.13,"77.06",77.15,16.43,15.82,16.07,16.10666667,"DEBS",NA,"YES",1.106180821,NA,2014-12-04,33.6564753550591,0.255063265443579,-0.122472110909146
"279",384,384,"VBBM096","9-Mar-14","4-Dec-14","F","M","S",3,275,9,"BAOBAB","VBB1403","VBBF069",22,NA,NA,NA,NA,NA,NA,NA,"9-Dec-14",580.4285714,15.8,13.799997,14.82489778,34.64223656,"6:07:00","6:15:00","6:21:00",8,"6632",301.929,1.474,4.16,NA,131.42,"DEBS",67.73,67.11,66.81,67.21666667,60.98,60.84,60.62,60.81333333,61.55,61.69,61.6,61.61333333,54.25,"54.11",54.14,54.16666667,42.78,42.64,42.65,42.69,40.59,41.46,39.6,40.21666667,78.5,78.2,"77.89",78.2,19.6,19.5,20.13,19.74333333,"DEBS",NA,"YES",NA,NA,2014-12-04,101.370761081761,0.745181201383071,-0.122472110909146
"280",385,385,"VBBM091","15-Dec-13","10-Dec-14","C","M","S",3,365,12,"BAOBAB","VBB1304","VBBF069",NA,NA,NA,NA,NA,NA,NA,NA,"15-Dec-14",649.4,16.2,4.4,15.08073497,35.38814531,"6:08:00","6:17:00","6:24:00",9,"6753",259.866,1.618,13.8,1441.527,70.12,"DEBS",68.43,68.48,68.1,68.33666667,60.15,60.49,60.62,60.42,65.84,65.18,65.89,65.63666667,54.61,"53.7",54.06,54.12333333,40.82,40.41,40.54,40.59,41.68,42.3,41.7,41.56,77.62,77.49,"77.35",77.49,20.3,21.13,21.03,20.82,"DEBS",NA,"YES",1.074211796,21,2014-12-10,155.974842689988,1.14040710511202,-0.279707380444738
"281",386,386,"VBBM094","15-Dec-13","10-Dec-14","C","M","S",3,365,12,"BAOBAB","VBB1304","VBBF069",NA,NA,NA,NA,NA,NA,NA,NA,"15-Dec-14",655.75,16.2,4.4,15.08073497,35.38814531,"6:43:00","6:51:00","6:56:00",8,"6750",176.067,1.044,9.547,2443.311,119.44,"DEBS",69.66,68.23,68.06,68.65,62.02,62.91,62.45,62.46,65.1,65.09,65.18,65.12333333,53.91,"53.88",54.82,54.20333333,42.26,40.29,39.83,40.79333333,42.48,43.43,42.02,42.31,76.89,77.48,"77.44",77.27,20.83,19.09,19.11,19.67666667,"DEBS",NA,"YES",1.016407474,NA,2014-12-10,158.305406371954,1.15727579166941,-0.279707380444738
"282",388,388,"VBBM092","15-Dec-13","10-Dec-14","C","M","S",3,372,12,"BAOBAB","VBB1304","VBBF069",NA,NA,NA,NA,NA,NA,NA,NA,"22-Dec-14",628.3333333,16.2,4.4,16.68864203,36.79091531,"6:41:00","6:49:00","6:52:00",8,"6871",136.629,0.953,5.623,1713.48,67.08,"DEBS",68.71,68.58,68.1,68.46333333,61.3,61.42,61.79,61.50333333,61.79,61.9,61.92,61.87,51.96,"51.95",51.83,51.91333333,41.5,41.56,41.75,41.60333333,40.43,41.65,40.56,40.54666667,75.17,75.44,"74.85",75.15,19.45,19.55,19.6,19.53333333,"DEBS",NA,"YES",1.087932479,NA,2014-12-10,133.283297546677,0.976165052647572,-0.279707380444738
"283",389,389,"VVHM071","2-Jan-14","28-Dec-14","C","M","S",3,365,12,"VAN HELSING","VVH1401","VVHF035",NA,NA,NA,NA,NA,NA,NA,NA,"2-Jan-15",575,16.4,5.4,17.803855,37.53649,"6:20:00","6:26:00","6:36:00",5,"6959",626.394,5.272,11.016,1439.091,70.08,"DEBS",65.05,65.32,65.02,65.13,59.41,59.51,59.85,59.59,60.39,59.74,60.24,60.12333333,52.55,"52.98",52.84,52.79,39.28,39.57,39.75,39.53333333,40.44,41.59,39.93,40.32,76.84,76.24,"77.13",76.74,16.58,17.67,16.54,16.93,"DEBS",NA,"YES",1.018205457,61,2014-12-28,122.709925488954,0.899634683416965,-0.262980218772709
"284",390,390,"VVHF070","2-Jan-14","28-Dec-14","C","F","S",3,365,12,"VAN HELSING","VVH1401","VVHF035",NA,NA,NA,NA,NA,NA,NA,NA,"2-Jan-15",605.3333333,16.4,5.4,17.803855,37.53649,"7:02:00","7:08:00","7:12:00",6,"6958",646.794,3.834,2.988,2959.971,108.96,"DEBS",65.95,65.37,65.34,65.55333333,58.36,57.71,59.14,58.40333333,62.23,62.38,62.53,62.38,51.1,"51.26",50.98,51.11333333,38.07,37.75,37.76,37.86,41.05,41.3,40.14,40.49666667,74.14,73.59,"74.23",73.99,6,6.12,6.5,6.206666667,"DEBS",NA,"YES",0.947687743,55,2014-12-28,160.061424473195,1.1699859008881,-0.262980218772709
"285",391,391,"VVHF072","2-Jan-14","28-Dec-14","C","F","S",3,366,12,"VAN HELSING","VVH1401","VVHF035",NA,23,"LP","VVH1502","26-Jan-15","Born","4","MFFF","3-Jan-15",638,16.4,3.2,17.67178656,37.56558438,"6:20:00","6:28:00","6:38:00",8,"6960",417.45,0.726,0.21,NA,138.66,"DEBS",64.48,64.38,64.61,64.49,57.8,57.98,57.89,57.89,60.41,60.03,59.45,59.96333333,52.38,"52.59",52.38,52.45,39.84,40.12,39.76,39.90666667,39.6,41.59,40.83,40.34,76.09,77.02,"77.55",76.89,8.55,8.3,8.8,8.55,"DEBS",NA,"YES",1.054596422,65,2014-12-28,205.439345396563,1.49843258981797,-0.299779974451174
"286",392,392,"VVHF073","2-Jan-14","28-Dec-14","C","F","S",3,366,12,"VAN HELSING","VVH1401","VVHF035",NA,NA,NA,NA,NA,NA,NA,NA,"3-Jan-15",528.3333333,16.4,3.2,17.67178656,37.56558438,"6:51:00","6:58:00","7:04:00",7,"6961",460.453,1.405,1.206,2989.398,78.04,"DEBS",65.45,65.22,64.79,65.15333333,58.79,58.66,58.7,58.71666667,60.96,60.55,60.11,60.54,54.78,"55",55.05,54.94333333,41.85,42.15,41.62,41.87333333,39.55,40.16,39.71,39.47333333,75.54,74.91,"74.86",75.1,5.16,5.39,5.11,5.22,"DEBS",NA,"YES",1.077383933,NA,2014-12-28,87.8430875189186,0.647267513399371,-0.299779974451174
"288",394,394,"VLM210","8-Jan-14","3-Jan-15","S","M","S",3,365,12,"LAZULI","VL1401","VLF194",NA,NA,NA,NA,NA,NA,NA,NA,"8-Jan-15",518.4,9.2,2,17.73646188,37.68157969,"5:57:00","6:05:00","6:12:00",8,"6990",151.6008,0.227,0.39,1021.581,46.9,"DEBS",64.95,64.98,65.02,64.98333333,58.87,59,59.47,59.11333333,60.4,60.23,60.16,60.26333333,55.27,"55.32",55.35,55.31333333,41.72,41.78,41.72,41.74,39.46,40.76,39.93,39.71666667,77.32,77.22,"77.43",77.32,18.24,17.55,17.75,17.84666667,"DEBS",NA,"YES",1.127896415,NA,2015-01-03,67.9913638282556,0.503580169795417,-0.319852568457609
"289",395,395,"VLM211","8-Jan-14","3-Jan-15","S","M","S",3,365,12,"LAZULI","VL1401","VLF194",NA,NA,NA,NA,NA,NA,NA,NA,"8-Jan-15",480.4,9.2,2,17.73646188,37.68157969,"6:22:00","6:31:00","6:33:00",9,"6989",239.291,0.522,3.665,1914.9935,52.4,"DEBS",67.13,67.03,66.93,67.03,61.09,61.23,60.94,61.08666667,62.8,62.77,62.74,62.77,55,"54.83",54.93,54.92,42.06,42.57,42.69,42.44,37.75,38.84,39.1,38.23,77.61,77.6,"77.71",77.64,16.26,15.67,15.7,15.87666667,"DEBS",NA,"YES",1.093436337,NA,2015-01-03,3.73674755648255,0.0385034202774461,-0.319852568457609
"290",397,397,"VEKM024","24-Jan-14","19-Jan-15","F","M","S",3,363,12,"EWOKS","VEK1401","VKUF005",17,NA,NA,NA,NA,NA,NA,NA,"22-Jan-15",490.6666667,16,4.6,18.23521375,37.85261438,"6:12:00","6:21:00","6:27:00",9,"7118",650.5413333,7.664,24.718,2181.564,72.18,"DEBS",68.04,67.76,68.18,67.99333333,60.33,60.58,60.4,60.43666667,59.99,60.19,59.79,59.99,53.73,"53.71",53.72,53.72,41.34,40.88,40.87,41.03,41.42,43.34,42.27,42.01,74.59,74.51,"74.24",74.45,17.92,17.3,17.62,17.61333333,"DEBS",NA,"YES",1.123145682,NA,2015-01-19,1.64578548786676,0.023368977047343,-0.276361948110332
"291",401,401,"VEKF025","24-Jan-14","19-Jan-15","F","F","S",3,365,12,"EWOKS","VEK1401","VKUF005",17,NA,NA,NA,NA,NA,NA,NA,"24-Jan-15",494,16,4.6,18.49090844,37.97590688,"6:08:20","6:14:00","6:22:00",6,"7164",451.792,1.126,2.947,2785.5135,80.56,"DEBS",64.83,64.77,64.62,64.74,59.22,59.14,59.09,59.15,57.99,58.2,58.11,58.1,50.15,"50.32",50.37,50.28,39.11,38.97,38.71,38.93,38.47,40.07,38.24,38.59333333,71.69,72.85,"72.45",72.33,5.86,5.84,6.32,6.006666667,"DEBS",NA,"YES",1.125051458,NA,2015-01-19,58.4508059929855,0.434525339433527,-0.276361948110332
"292",406,406,"VWM186","16-Feb-14","11-Feb-15","S","M","S",3,366,12,"WHISKERS","VW1402","VWF176",NA,NA,NA,NA,NA,NA,NA,NA,"17-Feb-15",470,9,17,17.00247766,35.66120188,"6:59:00","7:06:00","7:13:00",7,"7455",317.078,2.811,9.018,2318.712,52,"DEBS",65.92,66.04,65.8,65.92,58.36,58.28,58.42,58.35333333,59.32,59.57,59.47,59.45333333,53.74,"53.92",54.11,53.92333333,40.43,40.16,40.25,40.28,37.77,39.22,37.83,37.94,74.31,74.29,"74.4",74.33,14.66,13.91,14.43,14.33333333,"DEBS",NA,"YES",0.76900634,NA,2015-02-11,7.57581466440002,0.0662906977577096,-0.0689451433771664
"293",407,407,"VJXM075","21-Feb-14","16-Feb-15","S","M","S",3,364,12,"JAXX","VJX1402","VJXF052",NA,NA,NA,NA,NA,NA,NA,NA,"20-Feb-15",585,13.2,22.2,17.49064016,35.86634,"7:31:00","7:39:00","7:44:00",8,"7470",1440.463,5.491,14.58,2647.179,159.62,"DEBS",68.44,68.14,68.88,68.48666667,62.87,62.44,62.25,62.52,62.98,62.89,62.58,62.81666667,56.75,"56.94",56.56,56.75,45.64,45.63,45.41,45.56,40.84,42.07,40.83,40.91333333,76.79,76.87,"76.9",76.85,17.7,18.02,17.86,17.86,"DEBS",NA,"YES",1.018246172,46,2015-02-16,89.6506444321612,0.660350662012755,0.018036097317387
"294",408,408,"VJXM073","21-Feb-14","16-Feb-15","S","M","S",3,364,12,"JAXX","VJX1402","VJXF052",NA,NA,NA,NA,NA,NA,NA,NA,"20-Feb-15",541.25,13.2,22.2,17.49064016,35.86634,"7:01:00","7:13:00","7:14:00",12,"7472",1640.891,17.54,33.932,2290.149,138.42,"DEBS",68.09,67.39,66.81,67.43,59.66,59.79,59.85,59.76666667,62.6,62.22,61.99,62.27,55.43,"55.7",55.6,55.57666667,41.8,41.49,41.92,41.73666667,40.93,42.08,41.11,41.04,76.13,75.98,"75.59",75.9,18.96,17.55,17.36,17.95666667,"DEBS",NA,"YES",0.771496065,42,2015-02-16,59.455552202278,0.44179772122057,0.018036097317387
"295",415,415,"VBBM095","9-Mar-14","4-Mar-15","F","M","S",3,367,12,"BAOBAB","VBB1403","VBBF069",22,NA,NA,NA,NA,NA,NA,NA,"11-Mar-15",603.3333333,21,18.999997,18.27403781,36.24198781,"7:01:00","7:08:00","7:13:00",7,"7739",170.669,0.471,17.345,2603.1145,166.04,"DEBS",70.66,71.09,71.08,70.94333333,64.47,64.14,64.16,64.25666667,65.09,64.86,64.9,64.95,58.31,"58.16",58.15,58.20666667,45.59,45.54,45.78,45.63666667,41.71,42.49,40.38,41.19333333,79.28,79.31,"79.54",79.38,17.02,17.6,17.86,17.49333333,"DEBS",NA,"YES",NA,NA,2015-03-04,76.4698863506086,0.56494795820042,-0.0354908702145924
"296",416,416,"VBBM096","9-Mar-14","4-Mar-15","F","M","S",3,367,12,"BAOBAB","VBB1403","VBBF069",22,NA,NA,NA,NA,NA,NA,NA,"11-Mar-15",588.125,21,18.999997,18.27403781,36.24198781,"7:23:00","7:31:00","7:32:00",8,"7740",254.269,0.518,3.909,3416.8505,72.12,"DEBS",70,69.93,70,69.97666667,63.72,63.91,64.41,64.01333333,62.67,61.91,62.33,62.30333333,54.42,"54.54",54.37,54.44333333,42.82,42.28,42.57,42.55666667,40.04,41.86,40.58,40.49333333,75.36,76.97,"76.94",76.42,19.74,19.46,18.23,19.14333333,"DEBS",NA,"YES",1.052987886,NA,2015-03-04,73.6619417377495,0.544623974817631,-0.0354908702145924
"297",417,417,"VBBM097","9-Mar-14","4-Mar-15","F","M","S",3,368,12,"BAOBAB","VBB1403","VBBF069",22,NA,NA,NA,NA,NA,NA,NA,"12-Mar-15",562.7142857,21,19.199997,18.36737813,36.08507,"7:05:00","7:14:00","7:15:00",9,"7757",NA,0.773,3.784,2368.0755,NA,"DEBS",68.24,67.5,68.16,67.96666667,61.43,61.39,61.37,61.39666667,62.71,62.78,62.6,62.69666667,55.49,"55.76",55.35,55.53333333,43.39,43.74,43.72,43.61666667,39.72,40.74,39.62,39.69333333,76.37,76.19,"76.77",76.44,17.81,18.94,18.42,18.39,"DEBS",NA,"YES",1.105158134,NA,2015-03-04,74.0354840926271,0.54732768506125,-0.0321454378801865
"298",419,419,"VBBM098","9-Mar-14","4-Mar-15","F","M","S",3,368,12,"BAOBAB","VBB1403","VBBF069",22,NA,NA,NA,NA,NA,NA,NA,"12-Mar-15",565,21,19.199997,18.36737813,36.08507,"7:33:00","7:42:00","7:44:00",9,"7758",NA,0.351,0.802,2934.9005,150.9,"DEBS",66.28,66.69,66.97,66.64666667,62.82,62.92,62.74,62.82666667,62.99,62.89,62.64,62.84,55.39,"54.92",54.89,55.06666667,41.08,41.28,41.31,41.22333333,39.57,40.76,40.02,39.78333333,76.44,76.77,"76.51",76.57,17.08,16.73,17,16.93666667,"DEBS",NA,"YES",1.153336529,NA,2015-03-04,93.2541430615019,0.686432888110532,-0.0321454378801865
"299",453,453,"VJXF052","16-Jan-12","12-Oct-12","C","F","S",1,277,9,"JAXX","VJX1201","VLF102",NA,NA,NA,NA,NA,NA,NA,NA,"19-Oct-12",424.3333333,17.4,11.799995,8.709394241,30.7481475,"6:35:00","6:42:00","6:43:00",7,"3209",157.579,4.730666667,1.778,NA,364.62,"jetu",NA,NA,NA,69.5,NA,NA,NA,63.66,NA,NA,NA,59.51,NA,NA,NA,52.63,NA,NA,NA,38.67,NA,NA,NA,37.47,NA,NA,NA,72.85,NA,NA,NA,NA,NA,NA,"YES",1.041459265,27,2012-10-12,-68.1176509511224,-0.481580770329825,-0.155926467707528
"300",454,454,"VFF186","23-Jan-12","19-Oct-12","C","F","S",1,272,9,"FRISKY","VF1201","VFF138",NA,NA,NA,NA,NA,NA,NA,NA,"21-Oct-12",359.75,8.9,9.999995,8.548851647,30.47800094,"7:27:00","7:36:00","7:37:00",9,"3215",185.634,0.424,0.186,NA,NA,"jetu",NA,NA,NA,62.59,NA,NA,NA,55.6,NA,NA,NA,53.05,NA,NA,NA,48.17,NA,NA,NA,35.73,NA,NA,NA,34.97,NA,NA,NA,68.2,NA,NA,NA,NA,NA,NA,"YES",NA,NA,2012-10-19,-50.0977551362516,-0.35115224926006,-0.186035358717181
"301",455,455,"VFM187","23-Jan-12","19-Oct-12","C","M","S",1,272,9,"FRISKY","VF1201","VFF138",NA,NA,NA,NA,NA,NA,NA,NA,"21-Oct-12",367.5,8.9,9.999995,8.548851647,30.47800094,"6:58:00","7:07:00","7:13:00",9,"3214",45.83,0.268,1.004,NA,NA,"jetu",NA,NA,NA,62.93,NA,NA,NA,57.61,NA,NA,NA,51.8,NA,NA,NA,51.37,NA,NA,NA,34.87,NA,NA,NA,34.98,NA,NA,NA,68.1,NA,NA,NA,NA,NA,NA,"YES",NA,NA,2012-10-19,-56.5685000629213,-0.397987686028165,-0.186035358717181
"302",458,458,"VBBM087","7-Dec-12","7-Mar-13","C","M","S",2,93,3,"BAOBAB","VBB1203","VWF075",NA,NA,NA,NA,NA,NA,NA,NA,"10-Mar-13",216.6,31.2,4,17.504615,37.6011625,"7:17:00","7:20:00","7:21:00",1,"3347",NA,0.112,0.022,NA,NA,NA,NA,NA,NA,56.82,NA,NA,NA,52.8,NA,NA,NA,43.3,NA,NA,NA,39.99,NA,NA,NA,29.77,NA,NA,NA,31.38,NA,NA,NA,59.1,NA,NA,NA,NA,NA,NA,"YES",NA,NA,2013-03-07,-129.089491027448,-0.922896691895509,-0.28639824511355
"303",479,479,"VAZM050","17-Mar-12","12-Dec-12","S","M","S",1,275,9,"AZTECS","VAZ1201A","VAZF018",NA,NA,NA,NA,NA,NA,NA,NA,"17-Dec-12",454.6666667,10.6,8.200001,15.42935477,35.22726387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jetu",NA,NA,NA,66.9,NA,NA,NA,61.37,NA,NA,NA,58.68,NA,NA,NA,51.41,NA,NA,NA,39.38,NA,NA,NA,35.05,NA,NA,NA,71.25,NA,NA,NA,NA,NA,NA,"YES",NA,NA,2012-12-12,-20.3289472534011,-0.135684766758525,-0.216144149363864
"304",495,495,"VCVM006","14-Dec-12","13-Jan-13","C","M","S",2,27,1,"CAVEMEN","VCV1202","VJXF008",NA,NA,NA,NA,NA,NA,NA,NA,"10-Jan-13",75.3,5.7,7.8,18.23006188,36.16238531,"6:35:00","6:44:00",NA,9,"3285",NA,2.436,1.977,NA,20.96,"JETU",NA,NA,NA,34.95,NA,NA,NA,33.92,NA,NA,NA,28.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.76,NA,NA,NA,44.61,NA,NA,NA,2.41,NA,NA,"YES",NA,NA,2013-01-13,10.1586149636831,0.084985080162298,-0.222835030759838
